APRESENTADORA	[thoughtful] Exatamente. Os últimos pontos de uma série recente costumam ser os mais instáveis. Por isso, em epidemias, técnicas de correção de atraso ou nowcasting podem ajudar, mas também precisam ser explicadas.
ESTUDANTE	[curious] E um painel rápido não tem a mesma função que uma base consolidada.
APRESENTADORA	[warmly] Isso. Painéis oportunos apoiam alerta, resposta rápida e gestão de risco. Bases consolidadas ajudam mais em avaliação, séries históricas e indicadores oficiais. O erro é exigir de uma fonte a função da outra.
ESTUDANTE	[curious] Vamos trazer território para a conversa. Residência, notificação, atendimento e infecção não são a mesma coisa.
APRESENTADORA	[calm] Não são. Imagine uma pessoa que mora no Rio de Janeiro, provavelmente se infecta no Oiapoque e procura atendimento em Belém. Residência, local provável de infecção e local de notificação são territórios diferentes.
ESTUDANTE	[engaged] Cada campo responde uma pergunta.
APRESENTADORA	[warmly] Sim. Residência ajuda a falar de risco para a população residente. Local provável de infecção ajuda a investigar transmissão. Notificação mostra onde o sistema tomou conhecimento. Atendimento mostra onde o cuidado aconteceu.
ESTUDANTE	[curious] E aí entram casos autóctones e alóctones.
APRESENTADORA	[calm] Um caso autóctone provavelmente se infectou no território analisado. Um caso alóctone provavelmente se infectou em outro território. Essa distinção muda mapas, surtos e prioridade de resposta.
ESTUDANTE	[thoughtful] Sem isso, posso culpar um município que apenas notificou ou atendeu.
APRESENTADORA	[thoughtful] Exato. Em análise espacial, o campo territorial é parte do argumento.
ESTUDANTE	[curious] Vamos voltar ao exemplo da dengue com tudo isso em mente.
APRESENTADORA	[calm] Vamos. Se usamos o SINAN, vemos notificações, investigação e classificação. Se usamos o SIH, vemos internações financiadas pelo SUS, que tendem a representar uma fração mais grave. Se usamos o SIM, olhamos o desfecho fatal, com regras próprias de declaração e codificação.
ESTUDANTE	[engaged] Então notificações, internações e óbitos podem ter curvas diferentes.
APRESENTADORA	[warmly] E devem ser lidas como curvas diferentes. Notificações respondem à transmissão, mas também à procura por atendimento, sensibilidade da vigilância e definição de caso. Internações refletem gravidade, acesso e capacidade hospitalar. Óbitos dependem da ocorrência da morte, da Declaração de Óbito, da codificação e da consolidação.
ESTUDANTE	[curious] Comparar essas curvas é útil, mas não para decidir qual está certa.
APRESENTADORA	[warmly] Exatamente. Elas dialogam, mas não substituem umas às outras.
ESTUDANTE	[curious] Se notificações sobem e internações não sobem, o que posso pensar?
APRESENTADORA	[calm] Pode ser aumento de casos leves, melhor captação ambulatorial, mudança na definição de caso, atraso até aparecerem internações ou diferença de território. O dado abre hipóteses; ele não entrega a explicação pronta.
ESTUDANTE	[curious] E se internações sobem sem aumento de notificações?
APRESENTADORA	[thoughtful] Eu investigaria subnotificação, atraso no SINAN, seleção de códigos diagnósticos, mudança na rede hospitalar ou diferença entre município de residência e de internação. Também checaria se as bases cobrem o mesmo período e a mesma população.
ESTUDANTE	[engaged] Isso deixa a conclusão mais humilde.
APRESENTADORA	[warmly] Mais humilde e mais forte. A boa análise não força compatibilidade onde ela não existe.
ESTUDANTE	[curious] O capítulo usa também acidente de trânsito como exemplo.
APRESENTADORA	[calm] Sim, porque a lógica de eventos não vale só para doença infecciosa. Um acidente pode gerar atendimento ambulatorial, internação por lesão, óbito por causa externa e uso de serviços específicos.
ESTUDANTE	[engaged] No SIA, eu posso ver procedimentos. No SIH, internações. No SIM, mortalidade. No CNES, estrutura de serviços.
APRESENTADORA	[warmly] Isso. Um estudo sobre mortalidade no trânsito não responde automaticamente sobre volume de atendimentos de urgência. Um estudo sobre internações não mede todos os acidentes ocorridos. Cada fonte ilumina uma dimensão.
ESTUDANTE	[curious] E em causas externas tem a diferença entre lesão e circunstância.
APRESENTADORA	[calm] Sim. A lesão descreve o dano físico: fratura, traumatismo, queimadura. A causa externa descreve a circunstância: atropelamento, colisão, queda, agressão. Para prevenção, essa diferença é decisiva.
ESTUDANTE	[thoughtful] Saber que houve fratura é importante, mas não diz sozinho como evitar o próximo acidente.
APRESENTADORA	[warmly] Exatamente. A prevenção depende de entender a circunstância.
ESTUDANTE	[curious] Vamos entrar nos casos de doenças e agravos.
APRESENTADORA	[calm] No Brasil, muitos agravos seguem regras de notificação. O SINAN é central nesse processo, mas é importante lembrar: uma ficha pode começar com uma suspeita.
ESTUDANTE	[engaged] Notificação não é confirmação.
APRESENTADORA	[warmly] Essa frase precisa acompanhar qualquer análise do SINAN. Depois da investigação, o caso pode ser confirmado, descartado, inconclusivo ou permanecer em acompanhamento. A análise precisa dizer o que está contando.
ESTUDANTE	[curious] Suspeitos? Confirmados? Prováveis? Descartados?
APRESENTADORA	[calm] Exatamente. Em resposta rápida, contar prováveis ou suspeitos pode ser adequado. Em análise retrospectiva, talvez a classificação final seja melhor. Em gestão do serviço, o volume de suspeitas também pode ser relevante porque mede demanda e sensibilidade da vigilância.
ESTUDANTE	[engaged] A pergunta define o recorte.
APRESENTADORA	[warmly] Sempre. E o momento de extração também importa, porque classificações podem mudar.
ESTUDANTE	[curious] O SINAN traz vários campos territoriais e temporais, certo?
APRESENTADORA	[calm] Sim. Pode trazer dados da pessoa, residência, município de notificação, local provável de infecção, datas de sintomas, notificação, investigação, digitação, critério de confirmação, classificação final e evolução. Cada campo tem uma função.
ESTUDANTE	[thoughtful] O erro é tratar a ficha como se tudo tivesse o mesmo significado e a mesma maturidade.
APRESENTADORA	[thoughtful] Perfeito.
ESTUDANTE	[curious] Vamos falar do SIA. O que é um evento ambulatorial nesse contexto?
APRESENTADORA	[calm] Procedimentos ambulatoriais incluem consultas, exames, terapias, atendimentos especializados, ações de diagnóstico e outros procedimentos realizados sem internação. No SIA, a unidade costuma ser o procedimento ou instrumento de produção.
ESTUDANTE	[engaged] Então ele é muito útil para oferta e produção.
APRESENTADORA	[warmly] Muito. Permite observar onde procedimentos são realizados, quais estabelecimentos produzem determinado cuidado, como a produção varia no tempo e como políticas alteram acesso a exames e terapias.
ESTUDANTE	[curious] Mas maior produção não significa automaticamente maior doença.
APRESENTADORA	[calm] Exato. Pode indicar maior necessidade, maior oferta, melhor registro, mudança de financiamento, campanha específica ou expansão de acesso. O número de procedimentos precisa ser lido com contexto.
ESTUDANTE	[curious] Internações têm lógica parecida?
APRESENTADORA	[calm] Têm uma mistura de cuidado e administração. No SIH, a AIH organiza a informação da internação e tem finalidade assistencial e administrativa. Ela ajuda a estudar gravidade, uso da rede, tempo de permanência, procedimentos e deslocamentos.
ESTUDANTE	[engaged] Mas o SIH registra internações financiadas pelo SUS, não todas as internações do país.
APRESENTADORA	[warmly] Isso precisa ficar claro. Perguntas sobre toda a rede hospitalar brasileira exigem outras fontes ou limitações explícitas.
ESTUDANTE	[curious] No SIM, o evento é o óbito. Parece mais direto.
APRESENTADORA	[calm] É mais delimitado, mas ainda complexo. O óbito tem município de residência, município de ocorrência, idade, sexo, raça ou cor e causa de morte. A causa básica é a condição que iniciou a cadeia que levou à morte.
ESTUDANTE	[engaged] Então "parada cardiorrespiratória" não costuma ser uma explicação suficiente.
APRESENTADORA	[warmly] Exatamente. Ela descreve um mecanismo final, mas a análise precisa da causa que iniciou a cadeia. Em causas externas, a circunstância também importa: queda, atropelamento, agressão, colisão.
ESTUDANTE	[curious] Nascimentos entram pelo SINASC.
APRESENTADORA	[calm] Sim. O SINASC registra nascidos vivos a partir da Declaração de Nascido Vivo. Ele permite analisar peso ao nascer, idade gestacional, tipo de parto, características da pessoa gestante, local de ocorrência e outros elementos materno-infantis.
ESTUDANTE	[engaged] E também serve como denominador.
APRESENTADORA	[warmly] Isso é central. Muitos indicadores usam nascidos vivos como denominador. Mortalidade infantil, por exemplo, combina óbitos de menores de um ano no SIM com nascidos vivos no SINASC.
ESTUDANTE	[curious] E óbito fetal não entra do mesmo jeito.
APRESENTADORA	[calm] Não. Se houve sinal de vida, há nascimento vivo e, se a criança morre depois, óbito infantil. Se não houve sinal de vida, é óbito fetal. Essa diferença muda numerador, denominador e interpretação da atenção ao pré-natal, parto e recém-nascido.
ESTUDANTE	[curious] Vacinação também exige separar níveis.
APRESENTADORA	[calm] Sim. Uma dose aplicada é um evento. Uma pessoa vacinada é uma unidade individual. Um esquema completo combina doses esperadas. Cobertura vacinal é uma razão entre registros e população-alvo.
ESTUDANTE	[engaged] Misturar dose aplicada com pessoa protegida pode gerar erro.
APRESENTADORA	[warmly] Pode, especialmente em vacinas com múltiplas doses, reforços e campanhas. Uma cobertura acima de cem por cento, por exemplo, não significa automaticamente sucesso perfeito. Pode refletir denominador inadequado, população flutuante, duplicidade, vacinação de pessoas fora do recorte ou erro de registro.
ESTUDANTE	[curious] Então denominador não é detalhe matemático.
APRESENTADORA	[thoughtful] Não. Denominador é parte da pergunta. Indicadores precisam de numerador, denominador, período, território, população de referência e regra de inclusão.
ESTUDANTE	[engaged] Óbitos de residentes com população residente. Óbitos infantis com nascidos vivos do mesmo recorte.
APRESENTADORA	[warmly] Exatamente. E procedimentos realizados em um município não devem ser automaticamente divididos pela população residente se o serviço atende pessoas de outros municípios. Para carga da rede, local de atendimento pode ser adequado. Para risco populacional, residência costuma fazer mais sentido.
ESTUDANTE	[curious] Vamos detalhar mortalidade infantil como exemplo de indicador combinado.
APRESENTADORA	[calm] O numerador são óbitos em menores de um ano no SIM. O denominador são nascidos vivos no SINASC. O indicador só faz sentido se os eventos estiverem compatíveis em território e período.
ESTUDANTE	[thoughtful] Então até indicador clássico é uma costura entre sistemas.
APRESENTADORA	[warmly] Sim. E essa costura precisa aparecer no método.
ESTUDANTE	[curious] E letalidade entre notificados?
APRESENTADORA	[calm] Também exige cuidado. O numerador pode ser óbitos entre casos notificados ou confirmados. O denominador pode ser casos notificados, prováveis ou confirmados. Cada escolha muda a medida. Se misturo suspeitos no denominador com óbitos confirmados no numerador, posso distorcer a interpretação.
ESTUDANTE	[engaged] A fórmula parece simples, mas o conceito não é.
APRESENTADORA	[warmly] Exatamente.
ESTUDANTE	[curious] Essa lógica vale para outros temas além de dengue e acidentes?
APRESENTADORA	[calm] Vale muito. Pense em COVID-19. Podemos olhar casos notificados, testes realizados, atendimentos respiratórios, internações, ocupação de leitos, vacinação e óbitos. Todos se relacionam ao mesmo problema, mas cada um é um evento diferente.
ESTUDANTE	[engaged] Então um aumento de testes pode aumentar casos detectados sem significar, sozinho, a mesma coisa que aumento de internações.
APRESENTADORA	[warmly] Exatamente. E em tuberculose acontece algo parecido. Posso estudar notificação do caso, início de tratamento, acompanhamento, cura, abandono ou óbito. Cada etapa fala de uma parte diferente da linha de cuidado.
ESTUDANTE	[curious] E em doenças crônicas, como diabetes ou hipertensão?
APRESENTADORA	[calm] Aí a pergunta pode ser sobre cadastro, consultas, exames, dispensação de medicamentos, internações por complicações ou óbitos. Se eu escolho apenas internações, estou olhando uma ponta mais grave. Se escolho consultas ou exames, estou olhando contato com o serviço. O evento escolhido define a história que o indicador consegue contar.
ESTUDANTE	[thoughtful] Então o capítulo não está ensinando só a escolher uma base. Está ensinando a decompor um problema em eventos observáveis.
APRESENTADORA	[thoughtful] Sim. Essa decomposição é o que transforma um tema amplo em uma pergunta analisável.
ESTUDANTE	[curious] Em algum momento, relacionar sistemas vira inevitável.
APRESENTADORA	[calm] Muitas perguntas exigem isso. SIM e SINASC para mortalidade infantil. SINAN e SIM para óbitos entre notificados. SINAN e SIH para internações após notificação. SIA, SIH e CNES para relacionar produção e estrutura da rede.
ESTUDANTE	[curious] Relacionamento de bases resolve tudo?
APRESENTADORA	[thoughtful] Não. Ele amplia a análise, mas aumenta a responsabilidade. Um nascimento, uma internação e um óbito continuam sendo eventos distintos, produzidos em sistemas diferentes. Relacionar não apaga a origem dos registros.
ESTUDANTE	[engaged] Também tem a dimensão ética.
APRESENTADORA	[calm] Sim. Quando aproximamos eventos de uma mesma pessoa, precisamos observar regras de acesso, sigilo, minimização de dados, finalidade clara e proteção contra identificação indevida. Quanto mais detalhado o pareamento, maior o cuidado.
ESTUDANTE	[curious] E metodologicamente, o que pode dar errado?
APRESENTADORA	[calm] Campos incompletos, nomes com grafias diferentes, datas erradas, municípios inconsistentes, duplicidades e registros que não aparecem na outra base. Registros não pareados não são só falha técnica; podem revelar subregistro, diferença de fluxo ou limite do método.
ESTUDANTE	[thoughtful] Os não pareados também contam uma história.
APRESENTADORA	[warmly] Contam. Uma boa análise informa quantos registros foram pareados, quantos ficaram fora, quais critérios foram usados e se as perdas se concentram em algum território, período ou perfil.
ESTUDANTE	[curious] Parece que relacionar sistemas aumenta o poder da pergunta e o peso da documentação.
APRESENTADORA	[warmly] Essa é uma boa síntese. Bases relacionadas podem produzir evidências muito ricas, mas a documentação precisa acompanhar a complexidade.
ESTUDANTE	[curious] Se eu tivesse que levar um checklist deste episódio, qual seria?
APRESENTADORA	[calm] Primeiro: qual evento quero observar? Segundo: qual sistema registra esse evento? Terceiro: qual é a unidade de análise? Quarto: qual data representa minha pergunta? Quinto: qual território faz sentido? Sexto: qual cobertura a fonte tem? Sétimo: qual denominador é coerente?
ESTUDANTE	[engaged] Esse checklist evita tratar procedimentos como pessoas, notificações como casos confirmados, internações SUS como todas as internações e atendimento como residência.
APRESENTADORA	[warmly] Exatamente. A maioria dos tropeços vem de pular a tradução entre problema de saúde e evento registrado.
ESTUDANTE	[thoughtful] Então a pergunta "qual base eu uso?" vem depois da pergunta "o que estou tentando contar?".
APRESENTADORA	[thoughtful] Sim. E, quando alguma resposta for incerta, a incerteza deve aparecer no texto. Podemos dizer que a fonte aproxima uma dimensão do problema, que cobre a rede SUS, que reflete casos notificados, que pode ter atraso ou que exige cautela territorial.
ESTUDANTE	[engaged] Isso não enfraquece a análise.
APRESENTADORA	[warmly] Não. Torna a interpretação mais transparente e mais útil.
ESTUDANTE	[curious] Então dois números diferentes não são necessariamente uma contradição.
APRESENTADORA	[calm] Muitas vezes são duas respostas para perguntas diferentes. Um número pode contar suspeitas; outro, internações; outro, óbitos. O trabalho analítico é declarar a pergunta, preservar a diferença entre eventos e construir indicadores coerentes.
ESTUDANTE	[thoughtful] Os sistemas de informação deixam de ser depósitos de números e passam a ser registros de acontecimentos.
APRESENTADORA	[warmly] Essa é a mensagem central. Do evento ao registro, do registro à base, da base ao indicador e do indicador à interpretação, cada etapa importa.
ESTUDANTE	[engaged] Da próxima vez que dois números não baterem, antes de dizer que um está errado, eu vou perguntar: eles estão contando o mesmo evento?
APRESENTADORA	[warmly] Essa pergunta já melhora metade da análise. No próximo capítulo, a gente aplica essa lógica a um sistema específico: o SIM, e o percurso do óbito até virar estatística de mortalidade.
